id,title,text
47,Klasična_muzika,"Tokom ranog srednjovekovnog perioda, vokalna muzika iz liturgijskog žanra, pretežno Gregorijansko pevanje, bila je monofona, koristeći jednu, vokalno nepraćenu melodijsku liniju. Polifoni vokalni žanrovi, koji su koristili više nezavisnih vokalnih melodija, počeli su da se razvijaju tokom srednjovekovnog doba, i postajući prevlađujući krajem 13. i početkom 14. veka."
48,Emocija,"Istraživanje emocija značajno se povećalo u protekle dve decenije, uz doprinos mnogih oblasti, uključujući psihologiju, neuronauku, endokrinologiju, medicinu, istoriju, sociologiju, pa čak i računarsku nauku. Brojne teorije koje pokušavaju da objasne poreklo, neurobiologiju, iskustvo i funkciju emocija samo su podstakle intenzivnije istraživanje ove teme. Tekuće oblasti istraživanja koncepta emocije uključuju razvoj materijala koji stimulišu i izazivaju emocije. Pored toga, PET i FMRI skenovi pomažu u proučavanju afektivnih procesa u mozgu. Takođe je pod uticajem hormona i neurotransmitera kao što su dopamin, noradrenalin, serotonin, oksitocin, kortizol i GABA."
49,Životinja,"Reč ""životinja"" potiče od latinskog reči animalis, koja znači imati dah, imati dušu ili živo biće. U svakodnevnoj nenaučnoj upotre ova reč isključuje ljude  to jest, ""životinja"" se često koristi da se odnosi samo na neljudske članove carstva Animalija; često se misli samo na bliže srodničke veze sa ljudima kao što su sisari, ili sisari i drugi kičmenici. Biološka definicija reči odnosi se na sve članove kraljevstva Animalija, obuhvatajući različita stvorenja kao što su sunđeri, meduze, insekti i ljudi."
50,Pivo,"Većina piva se očisti od kvasca putem filtriranja kada se pakuje u flaše i limenke. Međutim, piva koja su odležala u bačvi zadržavaju nešto kvasca bilo zato što se ne filtrira, ili filtrira i zatim ponovo zaseje svežim kvascem. Obično je preporuka da se pivo sipa polako, ostavljajući eventualni kvasac na dnu bačve. Međutim, neki pijanci više vole da sipaju kvasac; ova praksa je uobičajena sa pšeničnim pivom. Tipično, kada se služi hefjuajzen pšenično pivo, 90% sadržaja se sipa, a ostatak se vrti da bi se zaustavio talog pre nego što se sipa u čašu. Alternativno, bure se može preokrenuti pre otvaranja. Staklene flaše se uvek koriste za piva koja su odležala u bačvi."
51,Klasična_muzika,"Mnogi instrumenti koji su se koristili za izvođenje srednjovekovne muzike i danas postoje, ali u različitim oblicima. Srednjovekovni instrumenti su uključivali drvenu flautu (koja je u 21. veku napravljena od metala), blokflautu i žičane trzačke instrumente poput laute. Takođe, postojale su i rane verzije orgulja, gudala (ili vijole) i trombona (koji se zvao sakbut). Srednjovekovni instrumenti u Evropi su se najčešće koristili  pojedinačno, često samiostalno uz pratnju dron tonova ili povremeno u delovima. Od najmanje 13. veka do 15. veka postojala je podela instrumenata na haut (glasni, oštri instrumenti za spoljašnje sviranje ) i bas (tiši, intimniji instrumenti)."
52,Srpskohrvatski,"U Srbiji je službeni srpski jezik, dok su u pokrajini Vojvodini i srpski i hrvatski. Velika bošnjačka manjina prisutna je u jugozapadnom regionu Sandžaka, ali je „zvanično priznanje“ bosanskog jezika sporno. Bosanski jezik je fakultativni predmet u 1. i 2. razredu osnovne škole, a u službenoj upotrebi je i na teritoriji opštine Novi Pazar. Međutim, njegova nomenklatura je kontroverzna, jer postoji podsticaj da se naziva „bošnjačkim“, a ne „bosanskim“ (pogledajte bosanski jezik za detalje)."
53,Davalac _internet _usluga,"Davalac bežičnog pristupa internetu (DBPI) je davalac internet usluga sa mrežom zasnovanom na bežičnom umrežavanju. Tehnologija može uključivati uobičajeno Vaj-Faj bežično umrežavanje ili vlasničku opremu dizajniranu da radi na otvorenim opsezima od 900 megaherca, 2.4 gigaherca, 4.9, 5.2, 5.4, 5.7, i 5.8 gigaherca ili licenciranim frekvencijama kao što su 2.5 gigaherca  3.65 gigaherca i u UHF opsegu (uključujući MMDS frekvencijski opseg) i LMDS. "
54,Moderna_istorija,"Na kraju, Prvi svetski rat je stvorio odlučujući prekid sa starim svetskim poretkom koji je nastao nakon Napoleonovih ratova, a koji su modifikovani do nacionalističke revolucije sredinom 19. veka. Rezultati Prvog svetskog rata će biti važni faktori u razvoju Drugog svetskog rata oko 20 godina kasnije. Neposrednije u tom vreme, podela Osmanskog carstva bio je politički događaj koji je prekrajao političke granice zapadne Azije. Ogroman konglomerat teritorija i naroda kojima je nekada vladao sultan Osmanskog carstva bio je podeljen na nekoliko novih nacija. Podela je donela stvaranje modernog arapskog sveta i Republike Turske. Liga nacija je Francuskoj dodelila mandate nad Sirijom i Libanom, a Ujedinjenom Kraljevstvu mandate nad Mesopotamijom i Palestinom (koja je kasnije podeljena na dva regiona: Palestinu i Transjordan). Delovi Osmanskog carstva na Arapskom poluostrvu postali su delovi današnje Saudijske Arabije i Jemena."
55,Arsenal_FK,"Uspeh kluba krajem devedesetih i u prvoj deceniji 21. veka duguje mnogo imenovanju Arsena Vengera 1996. godine za trenera. Venger je doneo nove taktike, novi režim treninga i nekoliko stranih igrača koji su upotpunili postojeći engleski talent. Arsenal je osvojio drugu duplu krunu lige i kupa u sezoni 1997./1998. godine i treću u sezoni 2001./2002. godine. Dodatno, klub je stigao do finala Kupa UEFA u sezoni 1999./2000. godine (izgubivši na penale od Galatasaraja), bio je pobednik FA kupa 2003. godine i 2005. godine, i osvojio Premijer ligu u sezoni 2003./2004.godine bez izgubljene utakmice, što je dostignuće koje je ekipi donelo nadimak „Nepobedivi”. Ovaj podvig je došao u nizu od 49 neporaženih ligaških utakmica od 7. maja 2003. godine do 24. oktobra 2004. godine, što je nacionalni rekord."
56,Sveobuhvatna_škola,"Sveobuhvatna škola je državna škola koja ne selektuje svoje učenike na osnovu akademskih postignuća ili sposobnosti. Ovo je u suprotnosti sa selektivnim školskim sistemom, gde je upis ograničen na osnovu kriterijuma selekcije. Termin se obično upotrebljava u vezi sa Engleskom i Velsom, gde su sveobuhvatne škole uvedene na eksperimentalnoj osnovi 40-ih godinama prošlog veka i postale su široko rasprostranjene od 1965. godine. Oko 90% britanskih učenika srednjih škola sada pohađa sveobuhvatne škole. One u širem smislu odgovaraju javnim srednjim školama u Sjedinjenim Američkim Državama i Kanadi, kao i nemačkim „Gesamšule“ školama. "
57,Osmansko_carstvo,"Hrišćansko stanovništvo carstva, zbog svog višeg obrazovnog nivoa, počelo je da se izvlači od muslimanske većine, što je dovelo do velikog negodovanja kod ovih drugih. Godine 1861., postojala je 571 osnovna i 94 srednje škole za osmanske hrišćane sa ukupno 140.000 učenika, broj koji je znatno premašio broj muslimanske dece u školi u isto vreme, koja su bila dodatno ometana količinom vremena provedenog u učenju arapske i islamske teologije. Zauzvrat, viši obrazovni nivoi hrišćana omogućili su im da igraju veliku ulogu u ekonomiji. Godine 1911., od 654 veleprodajne kompanija u Istanbulu, 528 je bilo u vlasništvu etničkih Grka. Naravno, bilo bi greška zanemariti geopolitičke dimenzije ove dinamike. Prevlast hrišćanskih trgovaca nije bila posledica nekog urođenog smisla za posao sa njihove strane, iako su mnogi evropski posmatrači bili zainteresovani da to iznesu. U stvari, u mnogim slučajevima, hrišćani, a takođe i Jevreji su bili u stanju da dobiju zaštitu od evropskih konzula i državljanstva, što znači da su bili zaštićeni od osmanskog zakona i nisu bili podvrgnuti istim ekonomskim propisima kao njihovi muslimanski drugari."
58,Sloveni,"Tokom svoje istorije, Sloveni su dolazili u kontakt sa neslovenskim grupama. U pretpostavljenom regionu domovine (današnja Ukrajina), imali su kontakte sa iranskim Sarmatima i germanskim Gotima. Nakon svog kasnijeg širenja, počeli su da asimiliraju neslovenske narode. Na primer, na Balkanu su postojali paleobalkanski narodi, kao što su romanizovani i helinizovani (Jeiričekova linija) Iliri, Tračani i Dačani, kao i Grci i keltski Skordisci. Vremenom, zbog većeg broja Slovena, većina potomaka starosedelačkog stanovništva Balkana je slovenizovana. Tračani i Iliri su nestali iz populacije tokom ovog perioda-iako savremena albanska nacija tvrdi da potiče od Ilira. Izuzeci su Grčka, gde su malobrojni Sloveni   naseljeni po njoj bili helenizovani (s vremenom potpomognuo povratkom većeg broja Grka u 9. veku, i ulogom crkve i vlade), i Rumunija, gde su se Sloveni naseljavali na putu ka današnjoj Grčkoj, Republici Makedoniji, Bugarskoj i Istočnoj Trakiji, pri čemu je slovenska populacija bila asimilovana. Bugari su takođe bili asimilovani od strane lokalnih Slovena, ali njihov vladajući status i osvajanje teritorija ostavilo je uslovno nasleđe bugarske države i naroda na sve buduće generacije.  Govornici romanskog jezika u utvrđenim dalmatinskim gradovima uspeli su da zadrže svoju kulturu i jezik dugo vremena, jer se dalmatinski romanski jezik govori sve do kasnog srednjeg veka. Međutim, i oni su na kraju asimilirani među Slovene."
59,Tajms,"Tajms, zajedno sa Britanskim filmskim institutom, sponzoriše Londonski filmski festival  Tajms bfi. Takođe sponzoriše Festival književnosti Čeltnamu i festival azijske književnosti Azija Haus u Azija Hausu u Londonu."
60,Identitet_(društvena_nauka),"Ove različite analize „identiteta“ pokazuju koliko je teško precizno definisati ovaj koncept. Budući da je identitet virtuelna stvar, nemoguće ga je empirijski definisati. Rasprave o identitetu koriste ovaj termin sa različitim značenjima, od fundamentalne i trajne identičnosti, do fluidnosti, uslovljenosti, pregovaranja i slično. Brubaker i Kuper primećuju sklonost mnogih naučnika da mešaju identitet kao kategoriju prakse i kao kategoriju analize (Brubaker i Kuper, 2000, str. 5). Zaista, mnogi naučnici pokazuju sklonost da slede sopstvene predrasude o identitetu, oslanjajući se manje-više na okvire pomenute iznad, umesto da uzmu u obzir mehanizme pomoću kojih se koncept kristališe kao stvarnost. U takvom okruženju, neki analitičari, poput Brubakera i Kupera, predložili su potpuno ukidanje ovog koncepta (Brubaker i Kuper, 2000, str. 1). Drugi su, nasuprot tome, pokušali da uvedu alternativne koncepte kako bi obuhvatili dinamične i fluidne karakteristike ljudskog društvenog samoizražavanja. Na primer, Hol (1992, 1996) predlaže tretiranje identiteta kao procesa, kako bi se uzela u obzir stvarnost raznovrsnog i neprestano promenljivog društvenog iskustva. Neki naučnici su uveli ideju identifikacije, prema kojoj se identitet posmatra kao skup različitih komponenti koje pojedinci „identifikuju“ i tumače. Konstrukcija individualnog osećaja sopstva postiže se ličnim izborima o tome sa kim i sa čim se pojedinac poistovećuje. Takvi pristupi su oslobađajući jer prepoznaju ulogu pojedinca u društvenoj interakciji i izgradnji identiteta."
61,Josip_Broz_Tito,"Josip Broz Tito je dobio ukupno 119 nagrada i odlikovanja iz 60 zemalja širom sveta (59 zemalja i Jugoslavije). Iz same Jugoslavije bilo je 21-o odlikovanje, od kojih je 18 dodeljeno jednom, a Orden narodnog heroja tri puta. Od 98 međunarodnih nagrada i odlikovanja, 92 su dobijena jednom, a tri su dobijena u dva slučaja (orden belog lava, Poljska Restituta i Karl Marks). Najzapaženije nagrade uključuju francuski orden Legije časti i Nacionalni orden za zasluge, britanski viteški orden Bate, sovjetski orden Lenjina, japanski orden hrizanteme, orden za zasluge Savezne Republike Nemačke i italijanski orden za zasluge."
62,Institut _za_ tehnologiju,"Dodatno, francuski obrazovni sistem uključuje mnoge institute za tehnologiju, ugrađene u većinu francuskih univerziteta. Oni se nazivaju institut univerziteta tehnologije (IUT). Instituti za univerzitetsku tehnologiju obezbeđuju nastavne planove i programe osnovnih studija tehnologije. „Politehnički instituti”, ugrađeni kao deo jedanaest francuskih univerziteta, pružaju nastavne planove i programe za dodiplomske i postdiplomske inženjere."
63,Sanskrit,"Skoro 2000 godina sanskrit je bio jezik kulturnog poretka koji je vršio uticaj širom južne Azije, unutrašnje Azije, jugoistočne Azije i donekle istočne Azije. Značajan oblik postvedskog sanskrita nalazi se u sanskritu indijske epske poezije — Ramajani i Mahabharati. Uopšte se smatra da su odstupanja od Paninija u epovima nastala zbog mešanja prakrita, ili inovacija, a ne zato što su pre-paninski. Tradicionalni naučnici sanskrita takva odstupanja nazivaju arsa (āraṣa), što znači 'od ṛṣis', tradicionalni naziv za drevne autore. U nekim kontekstima takođe ima više „prakritizama“ (pozajmljenica iz običnog govora) nego u pravom klasičnom sanskritu. Budistički hibridni sanskrit je književni jezik na koji su u velikoj meri uticali srednjoindoarijski jezici, zasnovan na ranim budističkim prakritskim tekstovima koji su se kasnije u različitom stepenu asimilirali sa standardom klasičnog sanskrita."
64,Računar,"Mašinski jezici i asembleriski jezici koji ih predstavljaju (koji se zajednički nazivaju programski jezici niskog nivoa) imaju tendenciju da budu jedinstveni za određen tip računara. Na primer, računar sa ARM arhitekturom (kao što se može naći u PDA-u ili ručnim video igricama) ne može razumeti mašinski jezik Intel Pentium-a ili AMD Athlon 64 računara koji bi mogao biti u personalnom računaru."
65,Tajms,"U uredničkim tekstovima objavljenim 29. i 31. jula 1914. godine, Vikam Stid, glavni urednik Tajmsa, tvrdio je da bi Britanska imperija trebalo da uđe u Prvi svetski rat. 8. maja 1920. godine, takođe pod uredništvom Stida, Tajms je u uredničkom tekstu podržao antisemitsku knjigu Protokoli sionskih mudraca kao autentični dokument, i nazvao je Jevreje najvećom svetskom opasnošću. U uvodniku pod naslovom ""Jevrejska opasnost, uznemirujući pamflet: Poziv na istragu"", Stid je napisao o Protokolima sionskih mudraca:"
66,Antropologija,"Broka, koji je bio ono što bi danas moglo biti nazvano neurohirurgom, bio je zainteresovan za patologiju govora. Želeo je da lokalizuje razliku između čoveka i drugih životinja, koja se činila da leži u govoru. Otkrio je govorni centar ljudskog mozga, koji se danas po njemu zove Brokino područje. Njegovo interesovanje je uglavnom bilo biološka antropologija, ali nemački filozof specijalizovani za psihologiju, Teodor Vajc, preuzeo je temu opšte i društvene antropologije u svom šestotomnom radu, pod naslovom „Antropologija prirodnog naroda”, 1859-1864. Naslov je ubrzo preveden kao „Antropologija primitivnih naroda”. Poslednja dva toma objavljena su posthumno."
